id,model,maxae,horizon,context,eta,dataset
2,HBML-SFHDF,202.59275107376644,2,12,10,.
6,HBML-SFHDF,0.0,2,12,10,.
11,HBML-SFHDF,273.592547839496,2,12,10,.
1,HBML-SFHDF,121.0,2,12,10,.
5,HBML-SFHDF,305.68918708876566,2,12,10,.
4,NODE,120.0,2,full,10,.
10,NODE,148.0,2,full,10,.
3,NODE,108.0,2,full,10,.
9,NODE,138.0,2,full,10,.
8,NODE,116.0,2,full,10,.
2,NODE,122.0,2,full,10,.
6,NODE,118.0,2,full,10,.
11,NODE,131.0,2,full,10,.
1,NODE,121.0,2,full,10,.
5,NODE,161.0,2,full,10,.
4,ARIMA,147.98651833778854,2,full,10,.
10,ARIMA,292.6255211927649,2,full,10,.
3,ARIMA,567.5109749790757,2,full,10,.
9,ARIMA,324.1706615395842,2,full,10,.
8,ARIMA,159.99443332435123,2,full,10,.
2,ARIMA,164.92892270285404,2,full,10,.
6,ARIMA,364.8045319617788,2,full,10,.
11,ARIMA,131.0,2,full,10,.
1,ARIMA,121.0,2,full,10,.
5,ARIMA,492.279672714356,2,full,10,.
4,XGBoost,120.0,2,full,10,.
10,XGBoost,148.0,2,full,10,.
3,XGBoost,169.99817657470703,2,full,10,.
9,XGBoost,155.7325592041016,2,full,10,.
8,XGBoost,197.99529266357425,2,full,10,.
2,XGBoost,154.83740234375,2,full,10,.
6,XGBoost,118.0,2,full,10,.
11,XGBoost,131.0,2,full,10,.
1,XGBoost,121.0,2,full,10,.
5,XGBoost,182.36624145507812,2,full,10,.
4,NHITS,120.0,2,full,10,.
10,NHITS,148.0,2,full,10,.
3,NHITS,108.0,2,full,10,.
9,NHITS,138.0,2,full,10,.
8,NHITS,178.3119125366211,2,full,10,.
2,NHITS,122.0,2,full,10,.
6,NHITS,118.0,2,full,10,.
11,NHITS,131.0,2,full,10,.
1,NHITS,121.0,2,full,10,.
5,NHITS,197.87649536132812,2,full,10,.
4,ETS,120.0,2,full,10,.
10,ETS,238.3358263456442,2,full,10,.
3,ETS,524.3167803014844,2,full,10,.
9,ETS,207.23508508548628,2,full,10,.
8,ETS,263.9964609749298,2,full,10,.
2,ETS,214.95591996877147,2,full,10,.
6,ETS,283.22563676598384,2,full,10,.
11,ETS,353.2384757776641,2,full,10,.
1,ETS,121.0,2,full,10,.
5,ETS,392.9192582119959,2,full,10,.
4,HBML (c),147.98651833778854,2,full,10,.
10,HBML (c),291.6255211927649,2,full,10,.
3,HBML (c),506.3167803014844,2,full,10,.
9,HBML (c),318.1706615395842,2,full,10,.
8,HBML (c),262.9964609749298,2,full,10,.
2,HBML (c),206.95591996877147,2,full,10,.
6,HBML (c),283.22563676598384,2,full,10,.
11,HBML (c),200.6842375468912,2,full,10,.
1,HBML (c),121.0,2,full,10,.
5,HBML (c),396.2883975141213,2,full,10,.
4,HBML (d),146.0,2,full,10,.
10,HBML (d),242.6255211927649,2,full,10,.
3,HBML (d),561.5109749790757,2,full,10,.
9,HBML (d),318.1706615395842,2,full,10,.
8,HBML (d),261.9964609749298,2,full,10,.
2,HBML (d),212.95591996877147,2,full,10,.
6,HBML (d),118.0,2,full,10,.
11,HBML (d),191.6842375468912,2,full,10,.
1,HBML (d),121.0,2,full,10,.
5,HBML (d),472.279672714356,2,full,10,.
4,HBML (fd),146.0,2,full,10,.
10,HBML (fd),270.6255211927649,2,full,10,.
3,HBML (fd),561.5109749790757,2,full,10,.
9,HBML (fd),318.1706615395842,2,full,10,.
8,HBML (fd),192.17703247070312,2,full,10,.
2,HBML (fd),143.83740234375,2,full,10,.
6,HBML (fd),293.8045319617788,2,full,10,.
11,HBML (fd),198.6842375468912,2,full,10,.
1,HBML (fd),121.0,2,full,10,.
5,HBML (fd),456.279672714356,2,full,10,.
4,HBML-SFH,120.0,2,full,10,.
10,HBML-SFH,148.0,2,full,10,.
3,HBML-SFH,108.0,2,full,10,.
9,HBML-SFH,138.0,2,full,10,.
8,HBML-SFH,116.0,2,full,10,.
2,HBML-SFH,122.0,2,full,10,.
6,HBML-SFH,217.51858443028,2,full,10,.
11,HBML-SFH,131.0,2,full,10,.
1,HBML-SFH,121.0,2,full,10,.
5,HBML-SFH,160.99999999999997,2,full,10,.
4,HBML-SFHDF,120.0,2,full,10,.
10,HBML-SFHDF,148.0,2,full,10,.
3,HBML-SFHDF,108.0,2,full,10,.
9,HBML-SFHDF,138.0,2,full,10,.
8,HBML-SFHDF,116.0,2,full,10,.
2,HBML-SFHDF,122.0,2,full,10,.
6,HBML-SFHDF,220.22432046974785,2,full,10,.
11,HBML-SFHDF,131.0,2,full,10,.
1,HBML-SFHDF,121.0,2,full,10,.
5,HBML-SFHDF,161.0,2,full,10,.
4,NODE,120.0,2,24,10,.
10,NODE,148.0,2,24,10,.
3,NODE,108.0,2,24,10,.
9,NODE,138.0,2,24,10,.
8,NODE,116.0,2,24,10,.
2,NODE,122.0,2,24,10,.
6,NODE,118.0,2,24,10,.
11,NODE,131.0,2,24,10,.
1,NODE,121.0,2,24,10,.
5,NODE,161.0,2,24,10,.
4,ARIMA,120.0,2,24,10,.
10,ARIMA,148.0,2,24,10,.
3,ARIMA,203.53976311123645,2,24,10,.
9,ARIMA,159.0,2,24,10,.
8,ARIMA,116.0,2,24,10,.
2,ARIMA,122.0,2,24,10,.
6,ARIMA,118.0,2,24,10,.
11,ARIMA,131.0,2,24,10,.
1,ARIMA,121.0,2,24,10,.
5,ARIMA,394.3794761866643,2,24,10,.
4,XGBoost,120.0,2,24,10,.
10,XGBoost,148.0,2,24,10,.
3,XGBoost,170.81488037109375,2,24,10,.
9,XGBoost,138.0,2,24,10,.
8,XGBoost,197.82530212402344,2,24,10,.
2,XGBoost,154.6484375,2,24,10,.
6,XGBoost,124.99176788330078,2,24,10,.
11,XGBoost,131.0,2,24,10,.
1,XGBoost,121.0,2,24,10,.
5,XGBoost,189.73793029785156,2,24,10,.
4,NHITS,120.0,2,24,10,.
10,NHITS,148.0,2,24,10,.
3,NHITS,181.31509399414065,2,24,10,.
9,NHITS,138.0,2,24,10,.
8,NHITS,141.9438362121582,2,24,10,.
2,NHITS,122.0,2,24,10,.
6,NHITS,118.0,2,24,10,.
11,NHITS,189.5863342285156,2,24,10,.
1,NHITS,121.0,2,24,10,.
5,NHITS,161.0,2,24,10,.
4,ETS,120.0,2,24,10,.
10,ETS,148.0,2,24,10,.
3,ETS,212.1347049537459,2,24,10,.
9,ETS,138.1377707585536,2,24,10,.
8,ETS,199.63898351499657,2,24,10,.
2,ETS,122.0,2,24,10,.
6,ETS,126.58852230393228,2,24,10,.
11,ETS,230.6627786637759,2,24,10,.
1,ETS,121.0,2,24,10,.
5,ETS,260.22259569728635,2,24,10,.
4,HBML (c),120.0,2,24,10,.
10,HBML (c),148.0,2,24,10,.
3,HBML (c),184.4883406284315,2,24,10,.
9,HBML (c),138.0,2,24,10,.
8,HBML (c),199.63898351499657,2,24,10,.
2,HBML (c),154.6484375,2,24,10,.
6,HBML (c),119.58956781067371,2,24,10,.
11,HBML (c),175.18291110062808,2,24,10,.
1,HBML (c),121.0,2,24,10,.
5,HBML (c),296.6190721812434,2,24,10,.
4,HBML (d),120.0,2,24,10,.
10,HBML (d),148.0,2,24,10,.
3,HBML (d),166.90840911865234,2,24,10,.
9,HBML (d),138.0,2,24,10,.
8,HBML (d),191.08551025390625,2,24,10,.
2,HBML (d),134.89602661132812,2,24,10,.
6,HBML (d),119.58956781067371,2,24,10,.
11,HBML (d),131.0,2,24,10,.
1,HBML (d),121.0,2,24,10,.
5,HBML (d),253.24167258569764,2,24,10,.
4,HBML (fd),120.0,2,24,10,.
10,HBML (fd),148.0,2,24,10,.
3,HBML (fd),160.3988037109375,2,24,10,.
9,HBML (fd),159.0,2,24,10,.
8,HBML (fd),196.0403594970703,2,24,10,.
2,HBML (fd),154.6484375,2,24,10,.
6,HBML (fd),118.0,2,24,10,.
11,HBML (fd),189.5863342285156,2,24,10,.
1,HBML (fd),121.0,2,24,10,.
5,HBML (fd),253.24167258569764,2,24,10,.
4,HBML-SFH,120.0,2,24,10,.
10,HBML-SFH,148.0,2,24,10,.
3,HBML-SFH,134.59278705538688,2,24,10,.
9,HBML-SFH,138.0,2,24,10,.
8,HBML-SFH,199.59641238720775,2,24,10,.
2,HBML-SFH,122.0,2,24,10,.
6,HBML-SFH,118.0,2,24,10,.
11,HBML-SFH,183.11740477377015,2,24,10,.
1,HBML-SFH,121.0,2,24,10,.
5,HBML-SFH,392.2198205091488,2,24,10,.
4,HBML-SFHDF,120.0,2,24,10,.
10,HBML-SFHDF,148.0,2,24,10,.
3,HBML-SFHDF,165.28839018920817,2,24,10,.
9,HBML-SFHDF,138.1377707585536,2,24,10,.
8,HBML-SFHDF,199.63898351499657,2,24,10,.
2,HBML-SFHDF,122.0,2,24,10,.
6,HBML-SFHDF,118.0,2,24,10,.
11,HBML-SFHDF,225.60913241982337,2,24,10,.
1,HBML-SFHDF,121.0,2,24,10,.
5,HBML-SFHDF,394.3794761866604,2,24,10,.
4,NODE,120.0,2,6,10,.
10,NODE,148.0,2,6,10,.
3,NODE,108.0,2,6,10,.
9,NODE,138.0,2,6,10,.
8,NODE,116.0,2,6,10,.
2,NODE,122.0,2,6,10,.
6,NODE,53.2340087890625,2,6,10,.
11,NODE,131.0,2,6,10,.
1,NODE,121.0,2,6,10,.
5,NODE,161.0,2,6,10,.
4,ARIMA,333.44180738201067,2,6,10,.
10,ARIMA,321.370409430776,2,6,10,.
3,ARIMA,936.135050885896,2,6,10,.
9,ARIMA,559.9653130399277,2,6,10,.
8,ARIMA,533.9576259251072,2,6,10,.
2,ARIMA,609.5932529397915,2,6,10,.
6,ARIMA,399.8107360169942,2,6,10,.
11,ARIMA,431.0,2,6,10,.
1,ARIMA,121.0,2,6,10,.
5,ARIMA,653.7179877543688,2,6,10,.
4,XGBoost,120.0,2,6,10,.
10,XGBoost,148.0,2,6,10,.
3,XGBoost,161.98894500732422,2,6,10,.
9,XGBoost,155.9100646972656,2,6,10,.
8,XGBoost,198.1125717163086,2,6,10,.
2,XGBoost,154.8775177001953,2,6,10,.
6,XGBoost,117.49687957763672,2,6,10,.
11,XGBoost,131.0,2,6,10,.
1,XGBoost,121.0,2,6,10,.
5,XGBoost,182.3306579589844,2,6,10,.
4,NHITS,120.0,2,6,10,.
10,NHITS,148.0,2,6,10,.
3,NHITS,165.43565368652344,2,6,10,.
9,NHITS,146.12722778320312,2,6,10,.
8,NHITS,140.91896057128906,2,6,10,.
2,NHITS,125.58880615234376,2,6,10,.
6,NHITS,74.2162170410156,2,6,10,.
11,NHITS,131.0,2,6,10,.
1,NHITS,121.0,2,6,10,.
5,NHITS,182.8597412109375,2,6,10,.
4,ETS,220.50672652429432,2,6,10,.
10,ETS,223.846234156912,2,6,10,.
3,ETS,397.31666408440026,2,6,10,.
9,ETS,241.7545946763086,2,6,10,.
8,ETS,341.3232293440626,2,6,10,.
2,ETS,319.0981197936467,2,6,10,.
6,ETS,220.2250352752103,2,6,10,.
11,ETS,308.285352573693,2,6,10,.
1,ETS,129.0776154259261,2,6,10,.
5,ETS,317.9185159954292,2,6,10,.
4,HBML (c),333.44180738201067,2,6,10,.
10,HBML (c),274.48764660888287,2,6,10,.
3,HBML (c),663.037399085347,2,6,10,.
9,HBML (c),298.37224564792814,2,6,10,.
8,HBML (c),367.0806688870048,2,6,10,.
2,HBML (c),383.7655783913688,2,6,10,.
6,HBML (c),399.8107360169942,2,6,10,.
11,HBML (c),348.0,2,6,10,.
1,HBML (c),121.0,2,6,10,.
5,HBML (c),473.0,2,6,10,.
4,HBML (d),273.0,2,6,10,.
10,HBML (d),240.81459251382512,2,6,10,.
3,HBML (d),737.5318717585784,2,6,10,.
9,HBML (d),397.5020365965147,2,6,10,.
8,HBML (d),533.9576259251072,2,6,10,.
2,HBML (d),327.0,2,6,10,.
6,HBML (d),399.8107360169942,2,6,10,.
11,HBML (d),348.0,2,6,10,.
1,HBML (d),121.0,2,6,10,.
5,HBML (d),653.7179877543688,2,6,10,.
4,HBML (fd),273.0,2,6,10,.
10,HBML (fd),274.48764660888287,2,6,10,.
3,HBML (fd),663.037399085347,2,6,10,.
9,HBML (fd),237.43105117353636,2,6,10,.
8,HBML (fd),463.997794329126,2,6,10,.
2,HBML (fd),383.7655783913688,2,6,10,.
6,HBML (fd),220.2250352752103,2,6,10,.
11,HBML (fd),288.0,2,6,10,.
1,HBML (fd),121.0,2,6,10,.
5,HBML (fd),653.7179877543688,2,6,10,.
4,HBML-SFH,151.39661166313763,2,6,10,.
10,HBML-SFH,148.0,2,6,10,.
3,HBML-SFH,180.83390880837817,2,6,10,.
9,HBML-SFH,138.0,2,6,10,.
8,HBML-SFH,266.07784658330183,2,6,10,.
2,HBML-SFH,157.26785164504966,2,6,10,.
6,HBML-SFH,112.09389980207764,2,6,10,.
11,HBML-SFH,234.3589414693743,2,6,10,.
1,HBML-SFH,121.0,2,6,10,.
5,HBML-SFH,282.80721165446,2,6,10,.
4,HBML-SFHDF,220.50649817495335,2,6,10,.
10,HBML-SFHDF,169.2172270524498,2,6,10,.
3,HBML-SFHDF,108.0,2,6,10,.
9,HBML-SFHDF,138.0,2,6,10,.
8,HBML-SFHDF,234.452172912664,2,6,10,.
2,HBML-SFHDF,150.69418767135147,2,6,10,.
6,HBML-SFHDF,117.84386196261414,2,6,10,.
11,HBML-SFHDF,223.93200184391733,2,6,10,.
1,HBML-SFHDF,125.46224110980285,2,6,10,.
5,HBML-SFHDF,348.1383538269222,2,6,10,.
4,NODE,37.10009765625,half,12,10,.
10,NODE,55.891357421875,half,12,10,.
3,NODE,71.88961791992188,half,12,10,.
9,NODE,41.895751953125,half,12,10,.
8,NODE,53.89140319824219,half,12,10,.
2,NODE,43.084510803222656,half,12,10,.
6,NODE,47.9010009765625,half,12,10,.
11,NODE,46.894622802734375,half,12,10,.
1,NODE,56.915489196777344,half,12,10,.
5,NODE,49.106536865234375,half,12,10,.
4,ARIMA,92.79561795462632,half,12,10,.
10,ARIMA,106.10574887163484,half,12,10,.
3,ARIMA,234.44969474052505,half,12,10,.
9,ARIMA,121.55020560494478,half,12,10,.
8,ARIMA,132.99093457964426,half,12,10,.
2,ARIMA,110.4315210685548,half,12,10,.
6,ARIMA,125.33774125548672,half,12,10,.
11,ARIMA,105.82928351564088,half,12,10,.
1,ARIMA,69.240714190869,half,12,10,.
5,ARIMA,156.93155109111262,half,12,10,.
4,XGBoost,82.87052917480467,half,12,10,.
10,XGBoost,105.0035552978516,half,12,10,.
3,XGBoost,170.98462677001953,half,12,10,.
9,XGBoost,97.00715637207033,half,12,10,.
8,XGBoost,137.9225006103516,half,12,10,.
2,XGBoost,95.6794891357422,half,12,10,.
6,XGBoost,88.5188446044922,half,12,10,.
11,XGBoost,99.81499481201172,half,12,10,.
1,XGBoost,81.02102279663086,half,12,10,.
5,XGBoost,141.00082397460938,half,12,10,.
4,NHITS,42.477142333984375,half,12,10,.
10,NHITS,70.02369689941406,half,12,10,.
3,NHITS,75.08836364746097,half,12,10,.
9,NHITS,64.80447387695312,half,12,10,.
8,NHITS,138.1226348876953,half,12,10,.
2,NHITS,57.43391418457031,half,12,10,.
6,NHITS,98.58319091796876,half,12,10,.
11,NHITS,57.363677978515625,half,12,10,.
1,NHITS,62.0228271484375,half,12,10,.
5,NHITS,96.56954956054688,half,12,10,.
4,ETS,93.0,half,12,10,.
10,ETS,108.99689971998096,half,12,10,.
3,ETS,225.57928912064477,half,12,10,.
9,ETS,117.37751624913837,half,12,10,.
8,ETS,164.75207817957806,half,12,10,.
2,ETS,111.00060001,half,12,10,.
6,ETS,104.5558995175279,half,12,10,.
11,ETS,105.16657469804925,half,12,10,.
1,ETS,80.999299939994,half,12,10,.
5,ETS,155.000000020001,half,12,10,.
4,HBML (c),92.0,half,12,10,.
10,HBML (c),99.22934002457254,half,12,10,.
3,HBML (c),233.44969474052505,half,12,10,.
9,HBML (c),103.37751624913837,half,12,10,.
8,HBML (c),113.39873504638672,half,12,10,.
2,HBML (c),100.00020003,half,12,10,.
6,HBML (c),112.33774125548672,half,12,10,.
11,HBML (c),88.83043670654295,half,12,10,.
1,HBML (c),75.999999959995,half,12,10,.
5,HBML (c),149.10142855562455,half,12,10,.
4,HBML (d),67.4625576781785,half,12,10,.
10,HBML (d),108.99689971998096,half,12,10,.
3,HBML (d),216.44969474052505,half,12,10,.
9,HBML (d),96.00715637207033,half,12,10,.
8,HBML (d),116.9225006103516,half,12,10,.
2,HBML (d),105.00020003,half,12,10,.
6,HBML (d),90.58813647287448,half,12,10,.
11,HBML (d),100.82928351564088,half,12,10,.
1,HBML (d),72.999999959995,half,12,10,.
5,HBML (d),156.93155109111262,half,12,10,.
4,HBML (fd),93.0,half,12,10,.
10,HBML (fd),93.10574887163484,half,12,10,.
3,HBML (fd),121.6475830078125,half,12,10,.
9,HBML (fd),109.52038871077109,half,12,10,.
8,HBML (fd),123.37271118164062,half,12,10,.
2,HBML (fd),89.1158016008605,half,12,10,.
6,HBML (fd),79.5188446044922,half,12,10,.
11,HBML (fd),94.63386645204945,half,12,10,.
1,HBML (fd),80.999299939994,half,12,10,.
5,HBML (fd),156.93155109111262,half,12,10,.
4,HBML-SFH,40.8395609329298,half,12,10,.
10,HBML-SFH,55.71114079646109,half,12,10,.
3,HBML-SFH,69.60237135256138,half,12,10,.
9,HBML-SFH,41.895751953125,half,12,10,.
8,HBML-SFH,53.891403200314954,half,12,10,.
2,HBML-SFH,43.22518270522421,half,12,10,.
6,HBML-SFH,47.90104486956522,half,12,10,.
11,HBML-SFH,46.894622802708696,half,12,10,.
1,HBML-SFH,56.915274408656366,half,12,10,.
5,HBML-SFH,57.97525143707464,half,12,10,.
4,HBML-SFHDF,42.447387547242776,half,12,10,.
10,HBML-SFHDF,55.88906996896481,half,12,10,.
3,HBML-SFHDF,71.40087020152424,half,12,10,.
9,HBML-SFHDF,41.895751953125,half,12,10,.
8,HBML-SFHDF,53.89140319824219,half,12,10,.
2,HBML-SFHDF,43.08451084947038,half,12,10,.
6,HBML-SFHDF,47.9010009765625,half,12,10,.
11,HBML-SFHDF,46.894622802734375,half,12,10,.
1,HBML-SFHDF,56.915489196777344,half,12,10,.
5,HBML-SFHDF,49.20122157774902,half,12,10,.
4,NODE,37.136444091796875,half,full,10,.
10,NODE,55.83656311035159,half,full,10,.
3,NODE,71.8192138671875,half,full,10,.
9,NODE,41.854278564453125,half,full,10,.
8,NODE,53.83689880371091,half,full,10,.
2,NODE,43.1135711669922,half,full,10,.
6,NODE,47.86564636230469,half,full,10,.
11,NODE,46.851043701171875,half,full,10,.
1,NODE,56.8864288330078,half,full,10,.
5,NODE,49.152923583984375,half,full,10,.
4,ARIMA,90.40657185645064,half,full,10,.
10,ARIMA,136.7847235007385,half,full,10,.
3,ARIMA,235.71785397218017,half,full,10,.
9,ARIMA,109.70703151984476,half,full,10,.
8,ARIMA,110.06279330233988,half,full,10,.
2,ARIMA,110.54720430497348,half,full,10,.
6,ARIMA,125.00445062973957,half,full,10,.
11,ARIMA,103.0,half,full,10,.
1,ARIMA,62.15567350280486,half,full,10,.
5,ARIMA,166.56991817858886,half,full,10,.
4,XGBoost,82.9984130859375,half,full,10,.
10,XGBoost,103.0386199951172,half,full,10,.
3,XGBoost,152.997802734375,half,full,10,.
9,XGBoost,97.00975036621094,half,full,10,.
8,XGBoost,137.9125061035156,half,full,10,.
2,XGBoost,97.6514892578125,half,full,10,.
6,XGBoost,88.52733612060548,half,full,10,.
11,XGBoost,106.98639678955078,half,full,10,.
1,XGBoost,81.22414779663086,half,full,10,.
5,XGBoost,145.9612045288086,half,full,10,.
4,NHITS,42.21110534667969,half,full,10,.
10,NHITS,69.8507080078125,half,full,10,.
3,NHITS,78.17146301269531,half,full,10,.
9,NHITS,67.69188690185548,half,full,10,.
8,NHITS,141.355712890625,half,full,10,.
2,NHITS,57.54689025878906,half,full,10,.
6,NHITS,101.58355712890624,half,full,10,.
11,NHITS,57.3909912109375,half,full,10,.
1,NHITS,62.58740997314453,half,full,10,.
5,NHITS,98.76072692871094,half,full,10,.
4,ETS,93.0,half,full,10,.
10,ETS,119.89238298167004,half,full,10,.
3,ETS,225.5792509308735,half,full,10,.
9,ETS,117.7770351320286,half,full,10,.
8,ETS,164.8869808166977,half,full,10,.
2,ETS,111.00060001,half,full,10,.
6,ETS,104.55599895659736,half,full,10,.
11,ETS,142.309686227096,half,full,10,.
1,ETS,80.999299939994,half,full,10,.
5,ETS,155.000000020001,half,full,10,.
4,HBML (c),90.40657185645064,half,full,10,.
10,HBML (c),121.7847235007385,half,full,10,.
3,HBML (c),229.71785397218017,half,full,10,.
9,HBML (c),117.7770351320286,half,full,10,.
8,HBML (c),137.9125061035156,half,full,10,.
2,HBML (c),110.54720430497348,half,full,10,.
6,HBML (c),99.68663663435058,half,full,10,.
11,HBML (c),142.309686227096,half,full,10,.
1,HBML (c),68.02377059343522,half,full,10,.
5,HBML (c),155.000000020001,half,full,10,.
4,HBML (d),80.0,half,full,10,.
10,HBML (d),136.7847235007385,half,full,10,.
3,HBML (d),217.71785397218017,half,full,10,.
9,HBML (d),99.70703151984476,half,full,10,.
8,HBML (d),134.9125061035156,half,full,10,.
2,HBML (d),103.63052700936213,half,full,10,.
6,HBML (d),79.52733612060548,half,full,10,.
11,HBML (d),98.0000915527344,half,full,10,.
1,HBML (d),78.999299939994,half,full,10,.
5,HBML (d),114.9612045288086,half,full,10,.
4,HBML (fd),80.05595911505631,half,full,10,.
10,HBML (fd),136.7847235007385,half,full,10,.
3,HBML (fd),225.5792509308735,half,full,10,.
9,HBML (fd),99.70703151984476,half,full,10,.
8,HBML (fd),138.1969757080078,half,full,10,.
2,HBML (fd),105.00020003,half,full,10,.
6,HBML (fd),125.00445062973957,half,full,10,.
11,HBML (fd),142.309686227096,half,full,10,.
1,HBML (fd),68.02377059343522,half,full,10,.
5,HBML (fd),154.56991817858886,half,full,10,.
4,HBML-SFH,40.61705107923459,half,full,10,.
10,HBML-SFH,55.84242831390979,half,full,10,.
3,HBML-SFH,70.30921166341061,half,full,10,.
9,HBML-SFH,41.854278564453125,half,full,10,.
8,HBML-SFH,53.83689880940508,half,full,10,.
2,HBML-SFH,43.14960679506043,half,full,10,.
6,HBML-SFH,47.865683901626376,half,full,10,.
11,HBML-SFH,46.85104177347768,half,full,10,.
1,HBML-SFH,56.88612296856072,half,full,10,.
5,HBML-SFH,58.772026569585584,half,full,10,.
4,HBML-SFHDF,42.174255931585925,half,full,10,.
10,HBML-SFHDF,55.83037774017206,half,full,10,.
3,HBML-SFHDF,71.5162282575744,half,full,10,.
9,HBML-SFHDF,41.854278564453125,half,full,10,.
8,HBML-SFHDF,53.83689880371091,half,full,10,.
2,HBML-SFHDF,43.11357116710293,half,full,10,.
6,HBML-SFHDF,47.86564636230469,half,full,10,.
11,HBML-SFHDF,46.851043701171875,half,full,10,.
1,HBML-SFHDF,56.886428833007784,half,full,10,.
5,HBML-SFHDF,49.295451351929984,half,full,10,.
4,NODE,37.09281921386719,half,24,10,.
10,NODE,55.72021484375,half,24,10,.
3,NODE,71.91461181640625,half,24,10,.
9,NODE,41.72100830078125,half,24,10,.
8,NODE,53.911636352539034,half,24,10,.
2,NODE,43.09868621826172,half,24,10,.
6,NODE,47.90675354003906,half,24,10,.
11,NODE,46.72087097167969,half,24,10,.
1,NODE,56.722023010253906,half,24,10,.
5,NODE,49.089874267578125,half,24,10,.
4,ARIMA,90.84159491037106,half,24,10,.
10,ARIMA,66.59132428558428,half,24,10,.
3,ARIMA,161.37538701226845,half,24,10,.
9,ARIMA,41.79306265400865,half,24,10,.
8,ARIMA,112.08178475083608,half,24,10,.
2,ARIMA,103.6181585621554,half,24,10,.
6,ARIMA,102.43607023592192,half,24,10,.
11,ARIMA,48.0447677237112,half,24,10,.
1,ARIMA,62.0126409169426,half,24,10,.
5,ARIMA,156.34855283465615,half,24,10,.
4,XGBoost,85.48562622070312,half,24,10,.
10,XGBoost,100.1074676513672,half,24,10,.
3,XGBoost,125.97614288330078,half,24,10,.
9,XGBoost,85.22933959960938,half,24,10,.
8,XGBoost,110.68760681152344,half,24,10,.
2,XGBoost,90.53533935546876,half,24,10,.
6,XGBoost,88.65399169921875,half,24,10,.
11,XGBoost,99.18302154541016,half,24,10,.
1,XGBoost,75.11798858642578,half,24,10,.
5,XGBoost,140.88995361328125,half,24,10,.
4,NHITS,42.4512939453125,half,24,10,.
10,NHITS,53.16676330566406,half,24,10,.
3,NHITS,75.8003845214844,half,24,10,.
9,NHITS,64.44664001464844,half,24,10,.
8,NHITS,133.8000717163086,half,24,10,.
2,NHITS,57.54435729980469,half,24,10,.
6,NHITS,87.65432739257812,half,24,10,.
11,NHITS,92.23837280273438,half,24,10,.
1,NHITS,57.33604049682617,half,24,10,.
5,NHITS,96.64949035644533,half,24,10,.
4,ETS,93.89804426841135,half,24,10,.
10,ETS,48.34951072842125,half,24,10,.
3,ETS,197.4391282997271,half,24,10,.
9,ETS,48.035287105151,half,24,10,.
8,ETS,163.03161118428824,half,24,10,.
2,ETS,106.7720810973538,half,24,10,.
6,ETS,100.19928883480954,half,24,10,.
11,ETS,48.66523617040835,half,24,10,.
1,ETS,53.00129999999599,half,24,10,.
5,ETS,153.75402838214097,half,24,10,.
4,HBML (c),89.84159491037106,half,24,10,.
10,HBML (c),82.54830932617188,half,24,10,.
3,HBML (c),196.4391282997271,half,24,10,.
9,HBML (c),69.89799499511719,half,24,10,.
8,HBML (c),115.2600555419922,half,24,10,.
2,HBML (c),103.6181585621554,half,24,10,.
6,HBML (c),88.65399169921875,half,24,10,.
11,HBML (c),88.7999267578125,half,24,10,.
1,HBML (c),61.998291015625,half,24,10,.
5,HBML (c),140.88995361328125,half,24,10,.
4,HBML (d),90.84159491037106,half,24,10,.
10,HBML (d),94.30641174316406,half,24,10,.
3,HBML (d),196.4391282997271,half,24,10,.
9,HBML (d),69.89799499511719,half,24,10,.
8,HBML (d),133.8000717163086,half,24,10,.
2,HBML (d),106.7720810973538,half,24,10,.
6,HBML (d),82.65399169921875,half,24,10,.
11,HBML (d),88.7999267578125,half,24,10,.
1,HBML (d),62.0126409169426,half,24,10,.
5,HBML (d),129.0249786376953,half,24,10,.
4,HBML (fd),87.89804426841135,half,24,10,.
10,HBML (fd),82.93414306640624,half,24,10,.
3,HBML (fd),124.51363923359388,half,24,10,.
9,HBML (fd),70.99972534179688,half,24,10,.
8,HBML (fd),115.2600555419922,half,24,10,.
2,HBML (fd),98.7053507013172,half,24,10,.
6,HBML (fd),73.37559509277344,half,24,10,.
11,HBML (fd),85.34602355957031,half,24,10,.
1,HBML (fd),53.1573371887207,half,24,10,.
5,HBML (fd),135.4121601669031,half,24,10,.
4,HBML-SFH,40.78907257366617,half,24,10,.
10,HBML-SFH,58.17708438320727,half,24,10,.
3,HBML-SFH,69.30840061070624,half,24,10,.
9,HBML-SFH,39.62866527884539,half,24,10,.
8,HBML-SFH,53.91163636155359,half,24,10,.
2,HBML-SFH,43.20763162440521,half,24,10,.
6,HBML-SFH,47.90675390942697,half,24,10,.
11,HBML-SFH,35.90941413649124,half,24,10,.
1,HBML-SFH,54.85127282567125,half,24,10,.
5,HBML-SFH,57.5752291116852,half,24,10,.
4,HBML-SFHDF,42.41923253294014,half,24,10,.
10,HBML-SFHDF,64.45739515518474,half,24,10,.
3,HBML-SFHDF,71.6330602056872,half,24,10,.
9,HBML-SFHDF,41.79306081073477,half,24,10,.
8,HBML-SFHDF,53.911636352539034,half,24,10,.
2,HBML-SFHDF,43.09868621998425,half,24,10,.
6,HBML-SFHDF,47.90675354003906,half,24,10,.
11,HBML-SFHDF,43.21021148647668,half,24,10,.
1,HBML-SFHDF,54.92085215200877,half,24,10,.
