id,model,rmse,horizon,context,eta,dataset
10,ETS,8.836720889712948,half,24,10,.
3,ETS,23.486014019530273,half,24,10,.
9,ETS,7.227828155146018,half,24,10,.
8,ETS,22.220998370306653,half,24,10,.
2,ETS,19.793523442020735,half,24,10,.
6,ETS,11.521936465750748,half,24,10,.
11,ETS,7.506118514221465,half,24,10,.
1,ETS,7.742359990460773,half,24,10,.
5,ETS,21.550862288601937,half,24,10,.
4,HBML (c),11.846678183691976,half,24,10,.
10,HBML (c),10.906537775963445,half,24,10,.
3,HBML (c),18.113253553536783,half,24,10,.
9,HBML (c),8.961092909252073,half,24,10,.
8,HBML (c),27.40997641670858,half,24,10,.
2,HBML (c),15.77756218462375,half,24,10,.
6,HBML (c),15.665622120369,half,24,10,.
11,HBML (c),9.278658620521908,half,24,10,.
1,HBML (c),9.02765765456886,half,24,10,.
5,HBML (c),22.13527740334065,half,24,10,.
4,HBML (d),10.22978073663036,half,24,10,.
10,HBML (d),10.109438996350477,half,24,10,.
3,HBML (d),16.651057716505903,half,24,10,.
9,HBML (d),8.810671465153497,half,24,10,.
8,HBML (d),25.301884614129587,half,24,10,.
2,HBML (d),13.894513321410331,half,24,10,.
6,HBML (d),14.006105760872249,half,24,10,.
11,HBML (d),9.641854411489843,half,24,10,.
1,HBML (d),8.864019321126511,half,24,10,.
5,HBML (d),20.382104354217557,half,24,10,.
4,HBML (fd),10.668354973770573,half,24,10,.
10,HBML (fd),10.320545333559838,half,24,10,.
3,HBML (fd),15.30170070258477,half,24,10,.
9,HBML (fd),9.118523760336656,half,24,10,.
8,HBML (fd),24.848649720975033,half,24,10,.
2,HBML (fd),14.144328837579126,half,24,10,.
6,HBML (fd),13.542697398359032,half,24,10,.
11,HBML (fd),9.308667794699726,half,24,10,.
1,HBML (fd),8.423196541539024,half,24,10,.
5,HBML (fd),20.02340715916215,half,24,10,.
4,HBML-SFH,6.620984591585957,half,24,10,.
10,HBML-SFH,9.01747781547635,half,24,10,.
3,HBML-SFH,9.235708319143766,half,24,10,.
9,HBML-SFH,6.978135307064439,half,24,10,.
8,HBML-SFH,9.835080356817162,half,24,10,.
2,HBML-SFH,8.923551712123023,half,24,10,.
6,HBML-SFH,6.315714109071324,half,24,10,.
11,HBML-SFH,7.781234540179215,half,24,10,.
1,HBML-SFH,7.868766322326792,half,24,10,.
5,HBML-SFH,9.601939556879628,half,24,10,.
4,HBML-SFHDF,6.483824041569311,half,24,10,.
10,HBML-SFHDF,8.931789389244857,half,24,10,.
3,HBML-SFHDF,8.963452366580384,half,24,10,.
9,HBML-SFHDF,6.868297661988141,half,24,10,.
8,HBML-SFHDF,9.817949169926523,half,24,10,.
2,HBML-SFHDF,8.840781873707773,half,24,10,.
6,HBML-SFHDF,6.312699473025035,half,24,10,.
11,HBML-SFHDF,7.596219041372823,half,24,10,.
1,HBML-SFHDF,7.780392445019391,half,24,10,.
5,HBML-SFHDF,9.427414895822428,half,24,10,.
4,NODE,7.573788236636934,half,6,10,.
10,NODE,9.56720936860241,half,6,10,.
3,NODE,9.068836765117917,half,6,10,.
9,NODE,8.24465222672492,half,6,10,.
8,NODE,9.909609664976673,half,6,10,.
2,NODE,8.940252483243203,half,6,10,.
6,NODE,6.454855891194417,half,6,10,.
11,NODE,8.625224989970901,half,6,10,.
1,NODE,8.368237727821603,half,6,10,.
5,NODE,9.51788159371594,half,6,10,.
4,ARIMA,16.27472445835566,half,6,10,.
10,ARIMA,20.35563575750839,half,6,10,.
3,ARIMA,26.68796028031943,half,6,10,.
9,ARIMA,19.09003776347723,half,6,10,.
8,ARIMA,24.75212818424094,half,6,10,.
2,ARIMA,22.32629858287682,half,6,10,.
6,ARIMA,11.988185349264707,half,6,10,.
11,ARIMA,19.734106011108693,half,6,10,.
1,ARIMA,13.129473779044844,half,6,10,.
5,ARIMA,24.56882877105892,half,6,10,.
4,XGBoost,19.74431182786361,half,6,10,.
10,XGBoost,22.61923476897547,half,6,10,.
3,XGBoost,27.49758809294845,half,6,10,.
9,XGBoost,22.163049041861623,half,6,10,.
8,XGBoost,28.97270423801945,half,6,10,.
2,XGBoost,27.16320029646242,half,6,10,.
6,XGBoost,17.04438274066155,half,6,10,.
11,XGBoost,22.43647953436205,half,6,10,.
1,XGBoost,14.3509996587124,half,6,10,.
5,XGBoost,29.681207891159183,half,6,10,.
4,NHITS,6.415729891350136,half,6,10,.
10,NHITS,11.822557079459028,half,6,10,.
3,NHITS,18.260994648991755,half,6,10,.
9,NHITS,27.231285015817004,half,6,10,.
8,NHITS,58.79845568899861,half,6,10,.
2,NHITS,13.174227475719889,half,6,10,.
6,NHITS,33.916813408509434,half,6,10,.
11,NHITS,15.953729581177251,half,6,10,.
1,NHITS,29.627546044180136,half,6,10,.
5,NHITS,35.81199240185075,half,6,10,.
4,ETS,16.965824058044316,half,6,10,.
10,ETS,19.575970190306535,half,6,10,.
3,ETS,25.81197505013849,half,6,10,.
9,ETS,18.59076272573197,half,6,10,.
8,ETS,22.94248436171456,half,6,10,.
2,ETS,20.86122726795685,half,6,10,.
6,ETS,11.998631550425394,half,6,10,.
11,ETS,20.12231962179159,half,6,10,.
1,ETS,14.119431904780434,half,6,10,.
5,ETS,23.455664746823924,half,6,10,.
4,HBML (c),13.40940918778191,half,6,10,.
10,HBML (c),16.330028069952366,half,6,10,.
3,HBML (c),21.327480559845093,half,6,10,.
9,HBML (c),19.165858918383325,half,6,10,.
8,HBML (c),30.573883452713684,half,6,10,.
2,HBML (c),19.1572443251453,half,6,10,.
6,HBML (c),17.620907422232182,half,6,10,.
11,HBML (c),16.93630272362009,half,6,10,.
1,HBML (c),16.46078577400428,half,6,10,.
5,HBML (c),24.077666158031928,half,6,10,.
4,HBML (d),11.911370877478053,half,6,10,.
10,HBML (d),15.363030163253592,half,6,10,.
3,HBML (d),16.247265260720066,half,6,10,.
9,HBML (d),16.33304248503612,half,6,10,.
8,HBML (d),27.004954810691675,half,6,10,.
2,HBML (d),16.10630230277967,half,6,10,.
6,HBML (d),15.13586312072919,half,6,10,.
11,HBML (d),14.714746633741814,half,6,10,.
1,HBML (d),14.963003199852205,half,6,10,.
5,HBML (d),20.101554472567233,half,6,10,.
4,HBML (fd),11.949782250594916,half,6,10,.
10,HBML (fd),15.458649220090756,half,6,10,.
3,HBML (fd),18.597488502193535,half,6,10,.
9,HBML (fd),16.829154324101673,half,6,10,.
8,HBML (fd),27.471908015706923,half,6,10,.
2,HBML (fd),16.52919165439624,half,6,10,.
6,HBML (fd),14.99875639447584,half,6,10,.
11,HBML (fd),15.189476793441408,half,6,10,.
1,HBML (fd),15.096669232345512,half,6,10,.
5,HBML (fd),21.305673259497137,half,6,10,.
4,HBML-SFH,6.567267558141329,half,6,10,.
10,HBML-SFH,9.604916187676858,half,6,10,.
3,HBML-SFH,9.39618810525558,half,6,10,.
9,HBML-SFH,8.336969527978397,half,6,10,.
8,HBML-SFH,9.91945293347439,half,6,10,.
2,HBML-SFH,9.038785485796897,half,6,10,.
6,HBML-SFH,6.459127159386618,half,6,10,.
11,HBML-SFH,8.726634221978543,half,6,10,.
1,HBML-SFH,8.453106931725811,half,6,10,.
5,HBML-SFH,9.703261060885692,half,6,10,.
4,HBML-SFHDF,6.446517613464698,half,6,10,.
10,HBML-SFHDF,9.567022789886492,half,6,10,.
3,HBML-SFHDF,9.061285493280057,half,6,10,.
9,HBML-SFHDF,8.25604467982985,half,6,10,.
8,HBML-SFHDF,9.909895125495964,half,6,10,.
2,HBML-SFHDF,8.944056762465689,half,6,10,.
6,HBML-SFHDF,6.454907182299303,half,6,10,.
11,HBML-SFHDF,8.62902457703965,half,6,10,.
1,HBML-SFHDF,8.392296359035834,half,6,10,.
5,HBML-SFHDF,9.528348346208602,half,6,10,.
