id,model,rmse,horizon,context,eta,dataset
8,HBML (d),27.094900394131823,2,12,10,.
2,HBML (d),27.208568214405428,2,12,10,.
6,HBML (d),0.0,2,12,10,.
11,HBML (d),19.86562546171744,2,12,10,.
1,HBML (d),14.979771073846404,2,12,10,.
5,HBML (d),33.49505221469267,2,12,10,.
4,HBML (fd),0.0,2,12,10,.
10,HBML (fd),19.77364332235636,2,12,10,.
3,HBML (fd),26.45330897040237,2,12,10,.
9,HBML (fd),22.940516237467804,2,12,10,.
8,HBML (fd),26.631450003105865,2,12,10,.
2,HBML (fd),25.19434763400234,2,12,10,.
6,HBML (fd),0.0,2,12,10,.
11,HBML (fd),19.91315577631723,2,12,10,.
1,HBML (fd),15.063766999120595,2,12,10,.
5,HBML (fd),33.64549424812582,2,12,10,.
4,HBML-SFH,0.0,2,12,10,.
10,HBML-SFH,15.93553560742287,2,12,10,.
3,HBML-SFH,29.078079212456934,2,12,10,.
9,HBML-SFH,21.906370655969997,2,12,10,.
8,HBML-SFH,23.655074382439963,2,12,10,.
2,HBML-SFH,24.740944807040194,2,12,10,.
6,HBML-SFH,0.0,2,12,10,.
11,HBML-SFH,18.98003730045109,2,12,10,.
1,HBML-SFH,11.07236120068994,2,12,10,.
5,HBML-SFH,30.73483961975178,2,12,10,.
4,HBML-SFHDF,0.0,2,12,10,.
10,HBML-SFHDF,15.676245139398995,2,12,10,.
3,HBML-SFHDF,24.222932314646904,2,12,10,.
9,HBML-SFHDF,21.431597611631663,2,12,10,.
8,HBML-SFHDF,22.860715288853505,2,12,10,.
2,HBML-SFHDF,24.174946064244622,2,12,10,.
6,HBML-SFHDF,0.0,2,12,10,.
11,HBML-SFHDF,17.76966241066661,2,12,10,.
1,HBML-SFHDF,11.024166795542056,2,12,10,.
5,HBML-SFHDF,29.68785632173481,2,12,10,.
4,NODE,18.255373184585675,2,full,10,.
10,NODE,19.681591465864564,2,full,10,.
3,NODE,18.631050869111075,2,full,10,.
9,NODE,18.915505662685923,2,full,10,.
8,NODE,19.135927823513363,2,full,10,.
2,NODE,18.982491438006782,2,full,10,.
6,NODE,17.646344628525117,2,full,10,.
11,NODE,18.97135442693687,2,full,10,.
1,NODE,18.32561821629395,2,full,10,.
5,NODE,20.39540813219564,2,full,10,.
4,ARIMA,23.062722461207404,2,full,10,.
10,ARIMA,29.02968856085226,2,full,10,.
3,ARIMA,54.1261914588565,2,full,10,.
9,ARIMA,33.96934286566465,2,full,10,.
8,ARIMA,28.110788341626787,2,full,10,.
2,ARIMA,28.695232334237215,2,full,10,.
6,ARIMA,27.1577114456696,2,full,10,.
11,ARIMA,20.211254543033004,2,full,10,.
1,ARIMA,14.527700918661992,2,full,10,.
5,ARIMA,60.21738997429427,2,full,10,.
4,XGBoost,26.89867146193392,2,full,10,.
10,XGBoost,31.16014822009678,2,full,10,.
3,XGBoost,36.14116759350792,2,full,10,.
9,XGBoost,36.66179678039692,2,full,10,.
8,XGBoost,40.71390842124902,2,full,10,.
2,XGBoost,40.604924534450966,2,full,10,.
6,XGBoost,26.928107552578673,2,full,10,.
11,XGBoost,29.723348497570253,2,full,10,.
1,XGBoost,18.334326837840376,2,full,10,.
5,XGBoost,47.19238397427479,2,full,10,.
4,NHITS,14.03087100615342,2,full,10,.
10,NHITS,19.113810362327268,2,full,10,.
3,NHITS,14.831375500759188,2,full,10,.
9,NHITS,71.79617483366246,2,full,10,.
8,NHITS,79.8225739275271,2,full,10,.
2,NHITS,30.765240007374143,2,full,10,.
6,NHITS,32.13883872264766,2,full,10,.
11,NHITS,15.959549236045126,2,full,10,.
1,NHITS,21.558002845937153,2,full,10,.
5,NHITS,97.3907417182148,2,full,10,.
4,ETS,19.780244461444777,2,full,10,.
10,ETS,26.739866286330063,2,full,10,.
3,ETS,45.87734279253597,2,full,10,.
9,ETS,27.49362300072639,2,full,10,.
8,ETS,34.23518822733492,2,full,10,.
2,ETS,31.42274000000523,2,full,10,.
6,ETS,20.11560137133235,2,full,10,.
11,ETS,31.97348472422858,2,full,10,.
1,ETS,16.425716140121125,2,full,10,.
5,ETS,48.243012185443185,2,full,10,.
4,HBML (c),19.515630156256577,2,full,10,.
10,HBML (c),24.140595099520414,2,full,10,.
3,HBML (c),32.32530953831859,2,full,10,.
9,HBML (c),40.55849154882608,2,full,10,.
8,HBML (c),41.46507798145694,2,full,10,.
2,HBML (c),29.140592129941663,2,full,10,.
6,HBML (c),23.02178174532935,2,full,10,.
11,HBML (c),21.409044199970296,2,full,10,.
1,HBML (c),17.578833087905213,2,full,10,.
5,HBML (c),58.27279410512135,2,full,10,.
4,HBML (d),17.30191364846433,2,full,10,.
10,HBML (d),20.83372373286284,2,full,10,.
3,HBML (d),30.87462223257487,2,full,10,.
9,HBML (d),33.02975153884468,2,full,10,.
8,HBML (d),37.16573933056515,2,full,10,.
2,HBML (d),25.244031549914368,2,full,10,.
6,HBML (d),18.33646167632342,2,full,10,.
11,HBML (d),19.06682206316412,2,full,10,.
1,HBML (d),16.57157619761207,2,full,10,.
5,HBML (d),45.05364387798913,2,full,10,.
4,HBML (fd),17.892394625606254,2,full,10,.
10,HBML (fd),22.46695170049407,2,full,10,.
3,HBML (fd),29.916038434531643,2,full,10,.
9,HBML (fd),34.13709140639047,2,full,10,.
8,HBML (fd),37.192113408198914,2,full,10,.
2,HBML (fd),24.09268808701964,2,full,10,.
6,HBML (fd),19.8170122293983,2,full,10,.
11,HBML (fd),19.01064094063724,2,full,10,.
1,HBML (fd),16.342742162206143,2,full,10,.
5,HBML (fd),47.22703401545497,2,full,10,.
4,HBML-SFH,14.128704861897695,2,full,10,.
10,HBML-SFH,19.30032282245453,2,full,10,.
3,HBML-SFH,17.31381610944478,2,full,10,.
9,HBML-SFH,19.27324642055155,2,full,10,.
8,HBML-SFH,19.36110094752084,2,full,10,.
2,HBML-SFH,19.206691003569677,2,full,10,.
6,HBML-SFH,18.767824777302145,2,full,10,.
11,HBML-SFH,17.497750591960397,2,full,10,.
1,HBML-SFH,14.616793131371884,2,full,10,.
5,HBML-SFH,21.15874288392353,2,full,10,.
4,HBML-SFHDF,14.041573000542948,2,full,10,.
10,HBML-SFHDF,19.1751610052526,2,full,10,.
3,HBML-SFHDF,14.904859687094064,2,full,10,.
9,HBML-SFHDF,19.029883686193234,2,full,10,.
8,HBML-SFHDF,19.301834030635497,2,full,10,.
2,HBML-SFHDF,19.141016864130467,2,full,10,.
6,HBML-SFHDF,18.2432976977871,2,full,10,.
11,HBML-SFHDF,16.068622656271817,2,full,10,.
1,HBML-SFHDF,14.609167006418405,2,full,10,.
5,HBML-SFHDF,20.80823596102411,2,full,10,.
4,NODE,22.93705955102308,2,24,10,.
10,NODE,24.05418080578426,2,24,10,.
3,NODE,23.241188856084825,2,24,10,.
9,NODE,23.419219063882487,2,24,10,.
8,NODE,23.622265206473426,2,24,10,.
2,NODE,23.48561906584394,2,24,10,.
6,NODE,22.47086909623388,2,24,10,.
11,NODE,23.470699256987896,2,24,10,.
1,NODE,23.030912789782324,2,24,10,.
5,NODE,24.595496874221755,2,24,10,.
4,ARIMA,13.556700221905116,2,24,10,.
10,ARIMA,15.146264298013632,2,24,10,.
3,ARIMA,22.51226694133344,2,24,10,.
9,ARIMA,14.44300258213815,2,24,10,.
8,ARIMA,19.11098034097859,2,24,10,.
2,ARIMA,20.102971374989757,2,24,10,.
6,ARIMA,11.273308774856654,2,24,10,.
11,ARIMA,15.659361885570643,2,24,10,.
1,ARIMA,12.42367891630797,2,24,10,.
5,ARIMA,23.650904193898,2,24,10,.
4,XGBoost,24.50585949626782,2,24,10,.
10,XGBoost,30.8110584666116,2,24,10,.
3,XGBoost,36.749405803415705,2,24,10,.
9,XGBoost,31.060762607404595,2,24,10,.
8,XGBoost,37.64163104643503,2,24,10,.
2,XGBoost,35.15679824469763,2,24,10,.
6,XGBoost,22.321883622507983,2,24,10,.
11,XGBoost,26.19494014000285,2,24,10,.
1,XGBoost,16.4812231802376,2,24,10,.
5,XGBoost,45.41191296939082,2,24,10,.
4,NHITS,16.524622641711463,2,24,10,.
10,NHITS,21.26912631310995,2,24,10,.
3,NHITS,27.133485294706187,2,24,10,.
9,NHITS,22.004008451720875,2,24,10,.
8,NHITS,28.57246808197893,2,24,10,.
2,NHITS,22.732775095586604,2,24,10,.
6,NHITS,14.49325215975824,2,24,10,.
11,NHITS,19.65648187606762,2,24,10,.
1,NHITS,14.366407162051464,2,24,10,.
5,NHITS,29.83753047127708,2,24,10,.
4,ETS,11.857316548267177,2,24,10,.
10,ETS,13.658860844797712,2,24,10,.
3,ETS,20.720584126360084,2,24,10,.
9,ETS,13.86425446238914,2,24,10,.
8,ETS,15.682550266963975,2,24,10,.
2,ETS,15.395375004907324,2,24,10,.
6,ETS,11.86442507937331,2,24,10,.
11,ETS,14.347922252162125,2,24,10,.
1,ETS,11.070587314176054,2,24,10,.
5,ETS,23.66242159669667,2,24,10,.
4,HBML (c),18.120133850699528,2,24,10,.
10,HBML (c),21.0517603869409,2,24,10,.
3,HBML (c),25.752932376813675,2,24,10,.
9,HBML (c),19.93421557454475,2,24,10,.
8,HBML (c),24.8261105449725,2,24,10,.
2,HBML (c),23.3860012767874,2,24,10,.
6,HBML (c),17.03224292515778,2,24,10,.
11,HBML (c),19.450804090323096,2,24,10,.
1,HBML (c),15.437038805710548,2,24,10,.
5,HBML (c),30.277348927479775,2,24,10,.
4,HBML (d),16.639778918512476,2,24,10,.
10,HBML (d),20.392137759417302,2,24,10,.
3,HBML (d),23.069072163952008,2,24,10,.
9,HBML (d),19.33100910187108,2,24,10,.
8,HBML (d),22.76420875385707,2,24,10,.
2,HBML (d),20.694861482082377,2,24,10,.
6,HBML (d),15.366076081872258,2,24,10,.
11,HBML (d),18.058202169041977,2,24,10,.
1,HBML (d),14.491003197174107,2,24,10,.
5,HBML (d),27.498083681224635,2,24,10,.
4,HBML (fd),16.23728915655883,2,24,10,.
10,HBML (fd),19.484919146089386,2,24,10,.
3,HBML (fd),22.46343057894387,2,24,10,.
9,HBML (fd),20.09710012224969,2,24,10,.
8,HBML (fd),22.87223501061641,2,24,10,.
2,HBML (fd),21.424130174855907,2,24,10,.
6,HBML (fd),15.714014829524798,2,24,10,.
11,HBML (fd),17.889930604490466,2,24,10,.
1,HBML (fd),14.749476259690674,2,24,10,.
5,HBML (fd),28.004751495223616,2,24,10,.
4,HBML-SFH,11.885826068045654,2,24,10,.
10,HBML-SFH,13.82745556850829,2,24,10,.
3,HBML-SFH,21.50239536180769,2,24,10,.
9,HBML-SFH,14.65824309641178,2,24,10,.
8,HBML-SFH,16.068613089197513,2,24,10,.
2,HBML-SFH,15.429403901204836,2,24,10,.
6,HBML-SFH,11.582452629516508,2,24,10,.
11,HBML-SFH,14.889233139443824,2,24,10,.
1,HBML-SFH,11.151865132908553,2,24,10,.
5,HBML-SFH,23.93203742457152,2,24,10,.
4,HBML-SFHDF,11.859118263566817,2,24,10,.
10,HBML-SFHDF,13.729566758958196,2,24,10,.
3,HBML-SFHDF,21.15284340396033,2,24,10,.
9,HBML-SFHDF,14.242883857411307,2,24,10,.
8,HBML-SFHDF,15.985516783049212,2,24,10,.
2,HBML-SFHDF,15.40274361269219,2,24,10,.
6,HBML-SFHDF,11.499140631536996,2,24,10,.
11,HBML-SFHDF,14.96158885149191,2,24,10,.
1,HBML-SFHDF,11.07710555766574,2,24,10,.
5,HBML-SFHDF,24.139345226280387,2,24,10,.
4,NODE,19.31372305016607,2,6,10,.
10,NODE,20.307865137496215,2,6,10,.
3,NODE,19.323484441121337,2,6,10,.
9,NODE,19.55950276422949,2,6,10,.
8,NODE,20.12085680022442,2,6,10,.
2,NODE,19.949572871411895,2,6,10,.
6,NODE,17.465644127941914,2,6,10,.
11,NODE,19.61416215676242,2,6,10,.
1,NODE,19.43016078921585,2,6,10,.
5,NODE,21.24113154026545,2,6,10,.
4,ARIMA,29.02499998384356,2,6,10,.
10,ARIMA,30.983352382950866,2,6,10,.
3,ARIMA,71.25616328932018,2,6,10,.
9,ARIMA,41.252275036872405,2,6,10,.
8,ARIMA,43.4690096063665,2,6,10,.
2,ARIMA,43.21092977112681,2,6,10,.
6,ARIMA,35.502620020546374,2,6,10,.
11,ARIMA,37.860927904761645,2,6,10,.
1,ARIMA,12.586089058210884,2,6,10,.
5,ARIMA,61.9374770868344,2,6,10,.
4,XGBoost,25.09032363753723,2,6,10,.
10,XGBoost,30.60233509077158,2,6,10,.
3,XGBoost,34.426769023852685,2,6,10,.
9,XGBoost,34.7448744139956,2,6,10,.
8,XGBoost,38.752822139243776,2,6,10,.
2,XGBoost,40.572166741788095,2,6,10,.
6,XGBoost,21.036751977914964,2,6,10,.
11,XGBoost,28.52114395468114,2,6,10,.
1,XGBoost,18.693478832673954,2,6,10,.
5,XGBoost,43.7075646060487,2,6,10,.
4,NHITS,21.458661874979295,2,6,10,.
10,NHITS,22.34045018382649,2,6,10,.
3,NHITS,32.388367418588416,2,6,10,.
9,NHITS,32.86133667047126,2,6,10,.
8,NHITS,35.49297023240898,2,6,10,.
2,NHITS,28.429353996079183,2,6,10,.
6,NHITS,14.31400159391364,2,6,10,.
11,NHITS,22.00339872309148,2,6,10,.
1,NHITS,15.230406898257586,2,6,10,.
5,NHITS,37.545190596918864,2,6,10,.
4,ETS,22.42840282434953,2,6,10,.
10,ETS,22.01950117741232,2,6,10,.
3,ETS,41.435151585052914,2,6,10,.
9,ETS,28.898051983167136,2,6,10,.
8,ETS,33.34411783030487,2,6,10,.
2,ETS,36.95481712602822,2,6,10,.
6,ETS,26.162295439183858,2,6,10,.
11,ETS,29.018901696893614,2,6,10,.
1,ETS,12.07962024900194,2,6,10,.
5,ETS,47.85740321484316,2,6,10,.
4,HBML (c),23.96977676008803,2,6,10,.
10,HBML (c),24.072794150076113,2,6,10,.
3,HBML (c),39.9408615744557,2,6,10,.
9,HBML (c),30.43007199354604,2,6,10,.
8,HBML (c),32.87602696408161,2,6,10,.
2,HBML (c),33.50217395236001,2,6,10,.
6,HBML (c),27.17119052970605,2,6,10,.
11,HBML (c),24.870808365819176,2,6,10,.
1,HBML (c),14.842011836688064,2,6,10,.
5,HBML (c),42.71876765707277,2,6,10,.
4,HBML (d),21.776157237473473,2,6,10,.
10,HBML (d),23.126006975987934,2,6,10,.
3,HBML (d),38.884465032729906,2,6,10,.
9,HBML (d),28.768421140626124,2,6,10,.
8,HBML (d),35.31595876451677,2,6,10,.
2,HBML (d),30.47435665718405,2,6,10,.
6,HBML (d),25.223239836311137,2,6,10,.
11,HBML (d),25.606981993170567,2,6,10,.
1,HBML (d),14.942352922940955,2,6,10,.
5,HBML (d),40.79266422321462,2,6,10,.
4,HBML (fd),21.865241323794024,2,6,10,.
10,HBML (fd),23.90862802046929,2,6,10,.
3,HBML (fd),35.35209648702391,2,6,10,.
9,HBML (fd),25.461003068318465,2,6,10,.
8,HBML (fd),31.528534311090834,2,6,10,.
2,HBML (fd),31.389364454053787,2,6,10,.
6,HBML (fd),18.61061336201545,2,6,10,.
11,HBML (fd),21.95569578434591,2,6,10,.
1,HBML (fd),14.49239286733294,2,6,10,.
5,HBML (fd),38.46280371607853,2,6,10,.
4,HBML-SFH,20.601244665707735,2,6,10,.
10,HBML-SFH,21.467603151599636,2,6,10,.
3,HBML-SFH,25.142527574725108,2,6,10,.
9,HBML-SFH,20.184896611562095,2,6,10,.
8,HBML-SFH,23.24430942952794,2,6,10,.
2,HBML-SFH,21.48218286861838,2,6,10,.
6,HBML-SFH,17.57268886898133,2,6,10,.
11,HBML-SFH,21.988188476053033,2,6,10,.
1,HBML-SFH,12.4517994774502,2,6,10,.
5,HBML-SFH,25.01447449038778,2,6,10,.
4,HBML-SFHDF,19.758439311707388,2,6,10,.
10,HBML-SFHDF,20.590455049773546,2,6,10,.
3,HBML-SFHDF,19.84235107172308,2,6,10,.
9,HBML-SFHDF,19.764495841646312,2,6,10,.
8,HBML-SFHDF,21.080933224781596,2,6,10,.
2,HBML-SFHDF,20.377641153383312,2,6,10,.
6,HBML-SFHDF,16.133759437209875,2,6,10,.
11,HBML-SFHDF,20.4819877426602,2,6,10,.
1,HBML-SFHDF,12.25486127250946,2,6,10,.
5,HBML-SFHDF,22.79652306625024,2,6,10,.
4,NODE,7.456733028079714,half,12,10,.
10,NODE,9.46928871912216,half,12,10,.
3,NODE,8.970313323142674,half,12,10,.
9,NODE,8.13103371890309,half,12,10,.
8,NODE,9.81745253679108,half,12,10,.
2,NODE,8.83534567828356,half,12,10,.
6,NODE,6.319082977494899,half,12,10,.
11,NODE,8.516613042350306,half,12,10,.
1,NODE,8.26585477408135,half,12,10,.
5,NODE,9.415296068012438,half,12,10,.
4,ARIMA,15.54570859933976,half,12,10,.
10,ARIMA,18.446837665905132,half,12,10,.
3,ARIMA,24.75102665656178,half,12,10,.
9,ARIMA,17.083856852100332,half,12,10,.
8,ARIMA,22.14680446998105,half,12,10,.
2,ARIMA,19.767775782533775,half,12,10,.
6,ARIMA,12.606932809001014,half,12,10,.
11,ARIMA,17.8549813536944,half,12,10,.
1,ARIMA,12.13625315950153,half,12,10,.
5,ARIMA,23.20706694388346,half,12,10,.
4,XGBoost,16.36065191813468,half,12,10,.
10,XGBoost,20.326443897508465,half,12,10,.
3,XGBoost,25.086923830849383,half,12,10,.
9,XGBoost,19.749899649381035,half,12,10,.
8,XGBoost,25.75758074507829,half,12,10,.
2,XGBoost,23.56851813013892,half,12,10,.
6,XGBoost,15.300881913129762,half,12,10,.
11,XGBoost,20.394246137702375,half,12,10,.
1,XGBoost,13.670668301987986,half,12,10,.
5,XGBoost,27.958696196595294,half,12,10,.
4,NHITS,6.446753225634392,half,12,10,.
10,NHITS,11.723339084010185,half,12,10,.
3,NHITS,17.89626176930723,half,12,10,.
9,NHITS,24.885435907231013,half,12,10,.
8,NHITS,57.05572822464005,half,12,10,.
2,NHITS,13.044740434816736,half,12,10,.
6,NHITS,32.90473141731629,half,12,10,.
11,NHITS,16.03923048673541,half,12,10,.
1,NHITS,28.516145356386676,half,12,10,.
5,NHITS,34.996183575668915,half,12,10,.
4,ETS,16.460760657196783,half,12,10,.
10,ETS,18.80220316121537,half,12,10,.
3,ETS,24.92386880043987,half,12,10,.
9,ETS,18.470373328092514,half,12,10,.
8,ETS,22.63960337323663,half,12,10,.
2,ETS,21.09302116641276,half,12,10,.
6,ETS,11.80811819315696,half,12,10,.
11,ETS,18.873032913522508,half,12,10,.
1,ETS,14.07508976042455,half,12,10,.
5,ETS,22.20311512638035,half,12,10,.
4,HBML (c),12.287143026332425,half,12,10,.
10,HBML (c),15.696548152345322,half,12,10,.
3,HBML (c),20.38782438373233,half,12,10,.
9,HBML (c),17.492748792154494,half,12,10,.
8,HBML (c),29.156952095664472,half,12,10,.
2,HBML (c),17.564340235008302,half,12,10,.
6,HBML (c),17.07040822895892,half,12,10,.
11,HBML (c),15.635838837346608,half,12,10,.
1,HBML (c),15.73714479819234,half,12,10,.
5,HBML (c),23.447164119945835,half,12,10,.
4,HBML (d),10.921946065039124,half,12,10,.
10,HBML (d),14.645929593942158,half,12,10,.
3,HBML (d),16.896860398638935,half,12,10,.
9,HBML (d),14.89073664217124,half,12,10,.
8,HBML (d),26.132297950610432,half,12,10,.
2,HBML (d),15.5310068949979,half,12,10,.
6,HBML (d),14.488845898351512,half,12,10,.
11,HBML (d),14.782524029331364,half,12,10,.
1,HBML (d),14.516485798909198,half,12,10,.
5,HBML (d),20.344663754204912,half,12,10,.
4,HBML (fd),11.222264603212832,half,12,10,.
10,HBML (fd),14.047977493563431,half,12,10,.
3,HBML (fd),17.06604169600555,half,12,10,.
9,HBML (fd),15.9147388360344,half,12,10,.
8,HBML (fd),26.750540690290737,half,12,10,.
2,HBML (fd),14.467097690701198,half,12,10,.
6,HBML (fd),15.01775218457458,half,12,10,.
11,HBML (fd),14.472367518263331,half,12,10,.
1,HBML (fd),14.742885313550124,half,12,10,.
5,HBML (fd),21.36895193851112,half,12,10,.
4,HBML-SFH,6.599135779648391,half,12,10,.
10,HBML-SFH,9.505927962137498,half,12,10,.
3,HBML-SFH,9.327813425469971,half,12,10,.
9,HBML-SFH,8.186467975342183,half,12,10,.
8,HBML-SFH,9.834404827905743,half,12,10,.
2,HBML-SFH,8.926978916546474,half,12,10,.
6,HBML-SFH,6.32199981726117,half,12,10,.
11,HBML-SFH,8.556618327805195,half,12,10,.
1,HBML-SFH,8.333793782964367,half,12,10,.
5,HBML-SFH,9.59198438653545,half,12,10,.
4,HBML-SFHDF,6.4780329678745465,half,12,10,.
10,HBML-SFHDF,9.469095275069511,half,12,10,.
3,HBML-SFHDF,8.961600109826364,half,12,10,.
9,HBML-SFHDF,8.132122605497207,half,12,10,.
8,HBML-SFHDF,9.81857805325392,half,12,10,.
2,HBML-SFHDF,8.838581131994143,half,12,10,.
6,HBML-SFHDF,6.31910381783081,half,12,10,.
11,HBML-SFHDF,8.517285446267836,half,12,10,.
1,HBML-SFHDF,8.286615556963916,half,12,10,.
5,HBML-SFHDF,9.423424443301188,half,12,10,.
4,NODE,7.439831594439692,half,full,10,.
10,NODE,9.45423278580842,half,full,10,.
3,NODE,8.955376353938396,half,full,10,.
9,NODE,8.11332201149456,half,full,10,.
8,NODE,9.80322445236712,half,full,10,.
2,NODE,8.819142521280043,half,full,10,.
6,NODE,6.299595041058173,half,full,10,.
11,NODE,8.499937993539277,half,full,10,.
1,NODE,8.25158442942259,half,full,10,.
5,NODE,9.397717544052936,half,full,10,.
4,ARIMA,15.55591687647045,half,full,10,.
10,ARIMA,19.560604036801735,half,full,10,.
3,ARIMA,23.638694980850858,half,full,10,.
9,ARIMA,17.395495635722913,half,full,10,.
8,ARIMA,21.61182202639958,half,full,10,.
2,ARIMA,19.953857021139253,half,full,10,.
6,ARIMA,12.518767363864876,half,full,10,.
11,ARIMA,17.097719023503824,half,full,10,.
1,ARIMA,12.211860505628906,half,full,10,.
5,ARIMA,24.184530125065663,half,full,10,.
4,XGBoost,16.864490666350438,half,full,10,.
10,XGBoost,21.581050535969094,half,full,10,.
3,XGBoost,25.929069234043183,half,full,10,.
9,XGBoost,20.460738369608872,half,full,10,.
8,XGBoost,26.66331528778958,half,full,10,.
2,XGBoost,23.50957564894565,half,full,10,.
6,XGBoost,15.567414195398646,half,full,10,.
11,XGBoost,21.601056431368228,half,full,10,.
1,XGBoost,14.18333601957949,half,full,10,.
5,XGBoost,28.222330394728026,half,full,10,.
4,NHITS,6.426355024799495,half,full,10,.
10,NHITS,11.891827516048416,half,full,10,.
3,NHITS,18.59152401146519,half,full,10,.
9,NHITS,27.082946764902733,half,full,10,.
8,NHITS,57.622830175707584,half,full,10,.
2,NHITS,13.126076287545065,half,full,10,.
6,NHITS,33.64718025367922,half,full,10,.
11,NHITS,16.52066533152791,half,full,10,.
1,NHITS,30.011172856904487,half,full,10,.
5,NHITS,35.78228571640607,half,full,10,.
4,ETS,16.132300696607604,half,full,10,.
10,ETS,19.43610179783917,half,full,10,.
3,ETS,25.070908904815795,half,full,10,.
9,ETS,18.079134066164187,half,full,10,.
8,ETS,22.68545562795785,half,full,10,.
2,ETS,20.627614050287043,half,full,10,.
6,ETS,11.652636755622469,half,full,10,.
11,ETS,19.869799958439184,half,full,10,.
1,ETS,14.232779553070678,half,full,10,.
5,ETS,22.9574764346539,half,full,10,.
4,HBML (c),12.588559564707476,half,full,10,.
10,HBML (c),17.10980406303736,half,full,10,.
3,HBML (c),20.78110852058984,half,full,10,.
9,HBML (c),18.567973206287075,half,full,10,.
8,HBML (c),30.09113770554423,half,full,10,.
2,HBML (c),16.905629741353497,half,full,10,.
6,HBML (c),17.51526597594767,half,full,10,.
11,HBML (c),16.27290541634624,half,full,10,.
1,HBML (c),15.842360026115486,half,full,10,.
5,HBML (c),23.862895131300657,half,full,10,.
4,HBML (d),11.337520463429865,half,full,10,.
10,HBML (d),15.143503481326183,half,full,10,.
3,HBML (d),17.78280742015939,half,full,10,.
9,HBML (d),16.748411303899783,half,full,10,.
8,HBML (d),26.97396300847444,half,full,10,.
2,HBML (d),14.26023749556629,half,full,10,.
6,HBML (d),14.703864770924955,half,full,10,.
11,HBML (d),14.188431927870102,half,full,10,.
1,HBML (d),15.242053911698184,half,full,10,.
5,HBML (d),19.81754589993666,half,full,10,.
4,HBML (fd),11.638340342559744,half,full,10,.
10,HBML (fd),14.475165227888512,half,full,10,.
3,HBML (fd),18.70872037335535,half,full,10,.
9,HBML (fd),16.36130029963779,half,full,10,.
8,HBML (fd),27.102295869089563,half,full,10,.
2,HBML (fd),15.06294718715078,half,full,10,.
6,HBML (fd),15.089455720184384,half,full,10,.
11,HBML (fd),15.192946070109068,half,full,10,.
1,HBML (fd),15.209856509802211,half,full,10,.
5,HBML (fd),21.353346709245535,half,full,10,.
4,HBML-SFH,6.580099461324288,half,full,10,.
10,HBML-SFH,9.521586826418964,half,full,10,.
3,HBML-SFH,9.30937759201827,half,full,10,.
9,HBML-SFH,8.172021946844769,half,full,10,.
8,HBML-SFH,9.82362440429634,half,full,10,.
2,HBML-SFH,8.904634720052455,half,full,10,.
6,HBML-SFH,6.3037789212925235,half,full,10,.
11,HBML-SFH,8.637605393016118,half,full,10,.
1,HBML-SFH,8.33109293633584,half,full,10,.
5,HBML-SFH,9.575482264826778,half,full,10,.
4,HBML-SFHDF,6.456214537564505,half,full,10,.
10,HBML-SFHDF,9.453713000992185,half,full,10,.
3,HBML-SFHDF,8.950315574527849,half,full,10,.
9,HBML-SFHDF,8.114360673041919,half,full,10,.
8,HBML-SFHDF,9.804631939187592,half,full,10,.
2,HBML-SFHDF,8.822138781845482,half,full,10,.
6,HBML-SFHDF,6.299629124938478,half,full,10,.
11,HBML-SFHDF,8.509200257886533,half,full,10,.
1,HBML-SFHDF,8.275066204108171,half,full,10,.
5,HBML-SFHDF,9.40701581467631,half,full,10,.
4,NODE,7.45323114178742,half,24,10,.
10,NODE,9.39576130305001,half,24,10,.
3,NODE,8.967290144797598,half,24,10,.
9,NODE,8.0458220535589,half,24,10,.
8,NODE,9.816885575971344,half,24,10,.
2,NODE,8.836430089164123,half,24,10,.
6,NODE,6.312688692476136,half,24,10,.
11,NODE,8.434969371315038,half,24,10,.
1,NODE,8.17646970357596,half,24,10,.
5,NODE,9.419410204516554,half,24,10,.
4,ARIMA,14.247953006655212,half,24,10,.
10,ARIMA,9.08116752506059,half,24,10,.
3,ARIMA,20.02896774023926,half,24,10,.
9,ARIMA,6.677292837552931,half,24,10,.
8,ARIMA,20.803368677997252,half,24,10,.
2,ARIMA,18.865237572912044,half,24,10,.
6,ARIMA,11.61709965110078,half,24,10,.
11,ARIMA,7.996871912235594,half,24,10,.
1,ARIMA,9.121762004887875,half,24,10,.
5,ARIMA,21.37233837672753,half,24,10,.
4,XGBoost,14.072256867263755,half,24,10,.
10,XGBoost,16.837061389445864,half,24,10,.
3,XGBoost,20.727072065443892,half,24,10,.
9,XGBoost,15.627309482270489,half,24,10,.
8,XGBoost,21.85446089615852,half,24,10,.
2,XGBoost,18.218477839376952,half,24,10,.
6,XGBoost,12.90264942606636,half,24,10,.
11,XGBoost,16.212100104764723,half,24,10,.
1,XGBoost,11.761019376245349,half,24,10,.
5,XGBoost,24.21081086389718,half,24,10,.
4,NHITS,6.4658331903661175,half,24,10,.
10,NHITS,10.51060807081246,half,24,10,.
3,NHITS,17.692085143664425,half,24,10,.
9,NHITS,9.45607252137346,half,24,10,.
8,NHITS,53.64401324863996,half,24,10,.
2,NHITS,13.046356275241806,half,24,10,.
6,NHITS,31.23663219844353,half,24,10,.
11,NHITS,9.588193044478803,half,24,10,.
1,NHITS,9.13765180744245,half,24,10,.
5,NHITS,35.04154687736908,half,24,10,.
4,ETS,16.152731043816992,half,24,10,.
